dataset,field_id,type,description,coverage,alphaCount,userCount,score
model77,mdl177_earningsmomemtummodel_fc_numrevy1_alt,MATRIX,Weighted average net number of FY1 analyst forecast revisions in a month (raises minus lowers) divided by total forecasts,1.0,106,46,165.97902635316933
analyst4,net_profit_adjusted_value,MATRIX,Adjusted net income- announced financial value,0.9312,146,97,165.9491632611402
fundamental2,fn_allocated_share_based_compensation_expense_q,MATRIX,"Represents the expense recognized during the period arising from equity-based compensation arrangements (for example, shares of stock, units, stock options, or other equity instruments) with employees, directors, and certain consultants qualifying for treatment as employees.",0.6541,1155,403,165.94428488212898
news12,nws12_mainz_3p,VECTOR,The minimum of L or S above for 3-minute bucket,0.9741,101,85,165.93146461411024
model77,mdl177_2_managementqualityfactor_cfroi,MATRIX,"Cash Flow Return on Invested Capital: trailing 12-month cash flow divided by average invested capital (common equity, long-term debt, minority interest, and preferred stock)",0.9614,173,37,165.91848379077723
model77,mdl177_2_managementqualityfactor_capacq,MATRIX,"Capital acquisition ratio, a measure relevant to sector or industry valuation and financial health",0.9608,137,60,165.9069061724386
model77,mdl177_earningmomentumfactor_qepsferr,MATRIX,Prior fiscal quarter forecast error; difference between actual and estimated EPS for previous quarter,0.9074,181,101,165.9049309371893
pv13,pv13_hierarchy2_513_sector,GROUP,grouping fields,0.9933,86,79,165.89921435991525
model77,mdl177_valanalystmodel_qva_balsht,MATRIX,Rank of balance sheet strength (cash and equivalents relative to market capitalization),1.0,104,47,165.8956085561147
analyst4,cash_flow_financing_max_guidance,MATRIX,Cash Flow From Financing - Maximum guidance value provided annually,1.0,83,74,165.89560855611467
model77,mdl177_historicalgrowthfactor_reinrate_alt,MATRIX,"Reinvestment rate calculated as trailing 12-month EPS minus dividends, divided by average book equity per share",0.9651,110,85,165.87703849439086
model77,mdl177_2_deepvaluefactor_cashp,MATRIX,Most recently reported cash and equivalents per share divided by trading price,0.9104,221,63,165.86118923552115
analyst4,estimate_value_currency_code_qtr,VECTOR,Home currency of instrument,1.0,84,71,165.80984315998344
model77,mdl177_valanalystmodel_qva_earnquality,MATRIX,Rank of earnings quality or stability,1.0,104,46,165.79034151012553
model77,mdl177_valuemomemtummodel_financialstatementmodule,MATRIX,"Module containing factors or signals derived from financial statements such as balance sheet, income statement, and cash flow statement",1.0,105,45,165.77759792356613
news12,nws12_mainz_tonlast,VECTOR,Price at the time of news,0.9733,118,61,165.75690685634078
analyst4,sales_estimate_standard_deviation,MATRIX,Sales - standard deviation of estimations,0.7259,574,373,165.75497939504615
model77,mdl77_earningsmomemtummodel_pge_cf,MATRIX,Estimates on the next 1 year average earnings scaled by company's prospects on growth and its stock price.,1.0,101,48,165.70882962339584
analyst4,anl4_fs_detail_estimates_basic_af_v4_nd_currency,MATRIX,Home currency of the instrument,1.0,83,71,165.6914985835134
analyst4,anl4_cfo_number,MATRIX,Cash Flow From Operations - number of estimations,0.6232,1067,833,165.68659720699515
earnings4,ern4_30div,VECTOR,"Interpolated implied volatility over 30 calendar days, annualized percent",0.9692,136,49,165.67992428542198
model77,mdl177_2_sensitivityfactor400_impvol,MATRIX,"Implied volatility estimate derived from options markets for the stock, reflecting expected future market volatility",0.9411,166,58,165.67762534369615
pv13,pv13_hierarchy_min51_f4_sector,GROUP,grouping fields,1.0,84,69,165.66898877514996
pv13,pv13_hierarchy_min52_sector,GROUP,grouping fields,1.0,82,72,165.64070328370792
