dataset,field_id,type,description,coverage,alphaCount,userCount,score
socialmedia12,snt_buzz_bfl_fast_d1,MATRIX,"Negative relative sentiment volume measure for current day, with missing values filled as 1",0.9998,174,151,176.7472623434665
model77,mdl177_2_momemtumanalystmodel_qma_estrev,MATRIX,"Rank based on analyst estimate revisions, reflecting recent up and down changes to future EPS forecasts relative to total estimates",0.9716,255,121,176.63187966846192
model53,mdl53_jm5_6month,MATRIX,6-month annualized default probability (percentage) from Kamakura hybrid Jarrow–Merton v5 model,0.965,347,74,176.60946536542627
model77,mdl177_deepvaluefactor_ttmfcfp_alt,MATRIX,TTM Free Cash Flow-to-Price: trailing 12-month free cash flow per share divided by trading price,1.0,209,101,176.59593937359602
pv13,pv13_ustomergraphrank_auth_rank,MATRIX,the HITS authority score of customers,0.7906,741,535,176.57416323702782
analyst4,ebit_reported_value,MATRIX,Earnings Before Interest & Taxes - actual value for the quarter,0.9483,261,182,176.56087580181804
model53,mdl53_ms5_4year,MATRIX,"Annualized default probability at the 4-year horizon from Kamakura’s Merton structural model v5 (MS5), reported in percent",0.9709,352,63,176.54909598613133
model53,mdl53_jm5_3year,MATRIX,3-year annualized default probability (percentage) from Kamakura hybrid Jarrow–Merton v5 model,0.965,350,71,176.49119282973894
model77,mdl177_deepvaluefactor_f12mepssev_alt,MATRIX,Cash to Enterprise Value,0.9682,249,132,176.48635481973122
pv1,sedol,SYMBOL,Sedol,1.0,185,124,176.3990354236435
model77,mdl177_vra_qsa_efficiency,MATRIX,"A quantitative ranking of a stock's fundamental efficiency, summarizing how well the company's financials reflect operational effectiveness and resource utilization",0.9899,277,67,176.3637496627869
model53,mdl53_ms5_1year,MATRIX,"Annualized default probability at the 1-year horizon from Kamakura’s Merton structural model v5 (MS5), reported in percent",0.9709,321,73,176.35584092146496
model77,mdl177_2_valuemomemtummodel_earningsvaluationmodule,MATRIX,Earnings Valuation Module,1.0,208,97,176.348179913001
model53,mdl53_jc6_1year,MATRIX,Annualized default probability at the 1-year horizon (percentage) from the Kamakura Jarrow–Chava v6 model for US issuers,0.9147,482,100,176.34576912073203
news12,news_curr_vol,MATRIX,Current day's session volume,0.7769,911,438,176.26889696611917
model77,mdl177_valuemomemtummodel_earningsexpectationmodule,MATRIX,"Module capturing factors related to analyst or market expectations of future earnings, including consensus forecasts and changes",1.0,230,75,176.0778438066496
model77,mdl177_5shortsentimentfactor_onloan_conc,MATRIX,"On Loan Concentration: degree to which stocks on loan (for short selling) are concentrated in a few names, signifying crowding and potential risk in short positions",1.0,224,79,176.07113719541363
model53,mdl53_jc6_3month,MATRIX,Annualized default probability at the 3-month horizon (percentage) from the Kamakura Jarrow–Chava v6 model for US issuers,0.9147,572,66,176.00232026410222
analyst4,pretax_income_standalone_value,MATRIX,Pretax Profit - actual value for the quarter,0.9431,241,211,175.98230863492694
analyst4,dividend_min_guidance_value,MATRIX,Minimum guidance value for Dividend per share on an annual basis,1.0,167,138,175.91200945968606
model16,multi_factor_static_score_derivative,MATRIX,Change in static multi-factor score compared to previous period.,1.0,172,130,175.90890256098353
model77,mdl177_liquidityriskfactor_volto_alt,MATRIX,Trading turnover ratio: Monthly total trading volume divided by total outstanding shares (recent); velocity of share turnover,1.0,220,79,175.89176018854695
model77,mdl177_2_deepvaluefactor_indidivy,MATRIX,Indicated dividend yield,1.0,195,100,175.85674917651147
analyst4,anl4_dez1basicqfv4v104_est,VECTOR,Estimation value,0.7891,680,564,175.8297517172273
model77,mdl177_garpanalystmodel_qgp_avgrating,MATRIX,"Average of analyst ratings for the stock, reflecting overall analyst sentiment or recommendation",1.0,185,108,175.71420614827773
earnings4,ern4_ernmv2,VECTOR,"Stock price move on the second most recent past earnings date, expressed as a percentage change (float, decimal fraction)",0.9692,270,94,175.71057266679975
model77,mdl177_2_managementqualityfactor_aspanratio,MATRIX,"Quarterly operating assets minus operating liabilities, divided by lagged total assets",0.9103,362,170,175.6823461251618
model77,mdl177_2_liquidityriskfactor_yoychgda,MATRIX,"Year-over-year quarterly change in leverage, expressed as difference in total liabilities to total assets percentage from a year ago to current",1.0,228,70,175.65061942074897
model77,mdl177_fa_aspanratio,MATRIX,Attention Span Ratio,0.9106,395,140,175.61794156443565
analyst4,anl4_basicconltv110_pu,VECTOR,The number of upper estimations,0.7004,1262,926,175.6122190513342
model77,mdl177_earningsmomemtummodel_fc_fcfroey1p_alt,MATRIX,"Product of trailing 12-month free cash flow yield and forward return on equity, scaled by stock price",1.0,245,60,175.60768468019018
model77,mdl177_historicalgrowthfactor_chgepsp,MATRIX,"Difference between most recent trailing 12-month EPS and that 4 quarters ago, divided by month-end trading price",0.9976,255,58,175.59946166432422
model77,mdl177_2_historicalgrowthfactor_chgeps,MATRIX,"Change in trailing twelve-month earnings per share (before extra items) from 4 quarters ago, scaled by average total assets per share",0.9966,246,63,175.54829878307814
model77,mdl177_fa_ttmfcfev,MATRIX,TTM Free Cash Flow-to-Enterprise Value: Trailing twelve-month free cash flow divided by enterprise value,0.9958,213,85,175.51149663148604
analyst4,anl4_cfo_median,MATRIX,Cash Flow From Operations - median of estimations,0.6232,2489,1091,175.49921067611177
model77,mdl177_pricemomentumfactor_visiratio,MATRIX,Visibility Ratio: recent daily volume divided by average daily volume over prior 50 days (trading activity indicator),1.0,199,89,175.48222201713168
model77,mdl177_2_vma2_vma2_va_ev,MATRIX,"Earnings Valuation subscore within the Value Analyst II component, focused on earnings-based valuation ratios (e.g., P/E, EV/EBITDA)",1.0,250,56,175.46978573049057
news12,news_close_vol,MATRIX,Main session close volume,0.6909,1752,562,175.44723698991078
model77,mdl177_pricemomentumfactor_volpre6m,MATRIX,Average trading volume over the preceding 6 months (trading activity measure),0.9991,241,60,175.35374658243342
model77,mdl177_2_valueanalystmodel_qva_shortfall,MATRIX,"Rank based on earnings shortfall, flagging how much reported earnings fell below expectations",0.9789,209,119,175.29853402108492
model77,mdl177_2_managementqualityfactor_reoa,MATRIX,Retained Earnings-to-Total Assets: cumulative retained earnings from most recent quarter divided by total assets from same quarter,1.0,203,82,175.27540297742513
model53,mdl53_jm5_10year,MATRIX,10-year annualized default probability (percentage) from Kamakura hybrid Jarrow–Merton v5 model,0.965,281,85,175.19080719064868
pv13,pv13_hierarchy_min2_focused_only_sector,GROUP,grouping fields,0.7036,1310,739,175.17870576862808
model77,mdl177_deepvaluefactor_ttmfcfev_alt,MATRIX,TTM Free Cash Flow-to-Enterprise Value: trailing 12-month free cash flow divided by enterprise value,1.0,183,99,175.17520850603034
model77,mdl177_industryrrelativevaluefactor_curindbp__alt,MATRIX,"A stock’s current book-to-price ratio minus the industry average, adjusted by dividing with the industry standard deviation (industry-relative book-to-market ratio standardized by industry)",0.9936,185,108,175.07420614827774
model77,mdl177_fangma_emf_usa_fangma_emf30,MATRIX,"Earnings momentum factors 30 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,220,66,175.00509011213236
analyst4,anl4_qfv4_dts_spe,MATRIX,Earnings per share - standard deviation of estimations,0.7237,1056,734,175.00125235476656
model77,mdl177_2_pricemomentumfactor_visiratio,MATRIX,"Stock's most recent daily volume divided by the average daily volume over prior 50 trading days, indicating current volume visibility or liquidity spike",1.0,188,89,174.91651850224775
model77,mdl177_2_liquidityriskfactor_booklev,MATRIX,Book leverage ratio; reported quarterly total assets divided by book equity,1.0,188,89,174.91651850224775
analyst4,basic_shares_max_guidance_qtr,MATRIX,The maximum guidance value for Basic Shares.,1.0,152,135,174.8676536426046
model53,mdl53_jc6_2year,MATRIX,Annualized default probability at the 2-year horizon (percentage) from the Kamakura Jarrow–Chava v6 model for US issuers,0.9147,457,82,174.83289488012483
model77,mdl177_2_garpanalystmodel_qgp_relgrowth,MATRIX,"Rank comparing a stock’s growth metrics to its peers, emphasizing relative growth within its universe",0.905,298,233,174.78104131069537
model77,mdl177_2_garpanalystmodel_qgp_roefcf,MATRIX,Combined rank measuring both Return on Equity and Free Cash Flow to capture quality and profitability,0.9059,337,178,174.75738798403398
model77,mdl177_valanalystmodel_qva_composite,MATRIX,Composite rank integrating multiple Value Analyst factors,1.0,196,79,174.7421704607493
analyst4,earnings_per_share_reported_value,MATRIX,Reported Earnings Per Share - Actual Value,0.9902,168,131,174.7329967621626
analyst4,anl4_cfo_high,MATRIX,Cash Flow From Operations - The highest value among forecasts,0.6232,2278,1114,174.71796871192794
model77,mdl177_valuemomemtummodel_vm_compositesn,MATRIX,Value Momentum Composite SN,1.0,171,103,174.69689926384137
model77,mdl177_fangma_gpam_usa_fangma_gpam10,MATRIX,A metric measuring long-term growth or profitability performance for a set of leading technology companies.,1.0,179,93,174.64604242025212
news18,nws18_sse,VECTOR,Continuous sentiment score between -1.00 and +1.00 for the entity-event,0.8999,386,149,174.6274234007791
pv13,pv13_new_5l_scibr,GROUP,grouping fields,0.9896,169,128,174.617046392311
model77,mdl177_v1_400_curindbp_,MATRIX,"Industry relative book-to-market ratio: stock's book-to-price ratio minus industry average, deflated by standard deviation for industry",0.9905,181,109,174.59246869973006
model77,mdl177_valueanalystmodel_qva_chgacc_alt,MATRIX,Rank of change in net operating working capital for a stock compared to peers,0.8143,882,157,174.57622717117445
model77,mdl177_valanalystmodel_qva_finstmt,MATRIX,Financial Statement Rank,1.0,176,93,174.4779712370883
analyst4,anl4_ady_numest,VECTOR,The number of forecasts counted in aggregation,0.7196,1024,754,174.41806766197024
model77,mdl177_fa_ocfast,MATRIX,Operating Cash Flow to Assets: Ratio of operating cash flow over the period to total assets; measures how effectively assets generate cash flow,1.0,204,67,174.32763831726461
model77,mdl177_valanalystmodel_qva_chginv,MATRIX,Change in Inventory Rank,1.0,232,51,174.26660312856416
analyst4,net_income_total_2,MATRIX,Net profit- announced financial value for annual data,0.9728,177,152,174.250025109883
model53,mdl53_jm5_4year,MATRIX,4-year annualized default probability (percentage) from Kamakura hybrid Jarrow–Merton v5 model,0.965,265,78,174.1822023501521
model77,mdl177_2_liquidityriskfactor_nlprice,MATRIX,Natural logarithm of the cubic of a stock's unadjusted closing price,1.0,151,119,174.17626392237298
model77,mdl177_valueanalystmodel_qva_shortfall,MATRIX,Rank of earnings shortfall compared to expectations or historical norms,0.9789,197,106,174.13681447925487
news12,nws12_mainz_short_interest,VECTOR,Total number of shares sold short divided by total number of shares outstanding,0.8632,374,300,174.1248115834485
analyst4,anl4_netprofit_mean,MATRIX,Net profit - mean of estimations,0.7667,736,528,174.0508210811849
model77,mdl177_industryrrelativevaluefactor_curindbp_,MATRIX,"A stock's current book-to-price ratio minus the industry average, deflated by the industry's standard deviation of BPs",0.9902,185,94,174.0468511951347
model77,mdl77_fangma_gpam11,MATRIX,to_fill,1.0,174,87,174.03454381162618
news12,news_mins_1_pct_dn,MATRIX,Number of minutes before the price decreased by at least 1 percent after the news release,0.8309,598,219,174.01075371291628
model77,mdl177_garpanalystmodel_qgp_valuation,MATRIX,"Rank showing the stock's valuation compared to peers, based on key valuation metrics",1.0,172,88,173.97609779363847
model77,mdl177_earningmomentumfactor_qepsferr_alt,MATRIX,Forecast error for prior fiscal quarter’s earnings (actual EPS minus forecasted EPS),0.9174,282,171,173.93194136049965
model77,mdl177_valueanalystmodel_qva_incstmt_alt,MATRIX,Rank based on a key income statement metric (operating income to enterprise value) compared to other stocks,0.9775,223,81,173.90005675487168
model77,mdl177_2_liquidityriskfactor_numest,MATRIX,Number of financial analysts providing earnings estimates for the company for the current fiscal year,0.99,167,112,173.8765788875943
model77,inverse_peg_ratio_2,MATRIX,Inverse of PEG Ratio,1.0,147,117,173.82554585996948
model77,mdl177_2_deepvaluefactor_navp,MATRIX,Most recent net asset value per share divided by price,1.0,171,86,173.80448536140744
model77,mdl177_5shortsentimentfactor_days_to_cover,MATRIX,"Days to Cover: number of days it would take for all current short positions to be repurchased (covered), given average trading volume; reflects potential risk of short squeezes",1.0,170,86,173.74617615829953
news12,news_open,MATRIX,Price at the session open,0.7145,1127,600,173.7249889932561
socialmedia8,snt_social_volume_fast_d1,MATRIX,Normalized tweet volume,0.9998,143,121,173.6982382194263
model77,mdl177_2_valuemomemtummodel_vm_compositesn,MATRIX,Value Momentum Composite SN,1.0,151,108,173.69554461960848
analyst4,anl4_bvps_low,MATRIX,"Book value - the lowest estimation, per share",0.6499,1608,1066,173.6867127264326
model77,inverse_peg_ratio,MATRIX,Inverse of PEG Ratio,1.0,146,115,173.67227682331918
model53,mdl53_jc6_5year,MATRIX,Annualized default probability at the 5-year horizon (percentage) from the Kamakura Jarrow–Chava v6 model for US issuers,0.9147,402,83,173.6134496136834
analyst4,anl4_qfd1_az_hgih_spe,MATRIX,Earnings per share - The highest estimation,0.7848,719,348,173.54787173111313
model77,mdl177_2_valueanalystmodel_qva_chgacc,MATRIX,"Rank based on change in net operating working capital, reflecting shifts in operational liquidity or efficiency",0.8076,739,207,173.51419226048873
analyst4,anl4_epsr_mean,MATRIX,GAAP Earnings per share - mean of estimations,0.7153,1133,560,173.51366937049045
analyst4,anl4_cuo1conqfv110_item,VECTOR,Financial item,0.6979,1091,855,173.5090134437572
model77,mdl177_2_growthanalystmodel_qga_iarsales,MATRIX,Inv Acc Rec to Sales Link,0.9617,202,125,173.48346932517526
model53,mdl53_jm5_5year,MATRIX,5-year annualized default probability (percentage) from Kamakura hybrid Jarrow–Merton v5 model,0.965,255,73,173.4720999108165
model77,mdl177_2_vma2_vma2_ma,MATRIX,"Momentum Analyst II composite score aggregating price momentum, earnings momentum, expectations, and fundamental growth signals",1.0,174,77,173.4314038726831
model77,mdl177_earningsmomemtummodel_fc_y2repsg_alt,MATRIX,"Difference between FY2 consensus EPS forecast and last fiscal year's reported EPS, divided by month-end price (2-year ahead EPS growth scaled by price)",1.0,140,119,173.42505761769192
model77,mdl177_2_earningsqualityfactor_uap,MATRIX,"Difference between current accounts payable and expected level (prior year's balance multiplied by COGS growth in trailing 12 months), scaled by total assets",0.7347,1273,294,173.40404514302017
model53,mdl53_ms5_2year,MATRIX,"Annualized default probability at the 2-year horizon from Kamakura’s Merton structural model v5 (MS5), reported in percent",0.9709,237,74,173.40014730439628
model77,mdl177_2_sensitivityfactor400_otmptc,MATRIX,Out-of-the-Money Put-to-Call Ratio,0.9226,284,136,173.3847964318271
model77,mdl177_deepvaluefactor_bp_alt,MATRIX,Book-to-Price: most recent book value per share divided by trading price,1.0,172,78,173.3801552073129
analyst4,est_bookvalue_ps,MATRIX,Book value per share - average of estimations,0.6751,1497,696,173.36278869457425
model77,mdl177_surpriseanalystmodel_qsa_efficiency,MATRIX,Fundamentals Rank,0.99,196,73,173.3523627534007
model77,mdl177_deepvaluefactor_indidivy_alt,MATRIX,Indicated Dividend Yield: expected annualized dividend divided by price,1.0,174,75,173.3015264406668
model77,mdl177_2_deepvaluefactor_ebitdaev,MATRIX,Trailing 12-month EBITDA divided by enterprise value,0.9744,214,83,173.30046427549317
analyst4,anl4_netprofita_median,MATRIX,Adjusted net income - median of estimations,0.7511,759,583,173.2926892469449
model77,mdl77_garpanalystmodel_qgp_relgrowth,MATRIX,Relative Growth Rank: Relative Growth Rank,1.0,149,102,173.27999788211073
model77,mdl177_valueanalystmodel_qva_chgacc,MATRIX,Rank of change in net operating working capital for the stock,0.8076,726,202,173.21529467054415
model77,mdl177_momemtumanalystmodel_qma_estrev,MATRIX,"Estimate Revisions Rank: rank reflecting the difference between recent upward and downward revisions to next fiscal year EPS estimates over four weeks, scaled by the total number of estimates",0.9543,232,104,173.21018628644464
model77,mdl177_2_managementqualityfactor_astto,MATRIX,Assets Turnover Ratio: trailing 12-month sales divided by most recently reported quarterly assets,1.0,159,88,173.19492000099893
model77,mdl177_liquidityriskfactor_yoychgda_alt,MATRIX,Year-over-year Change in Leverage : It is defined as the difference between the most recent reported quarterly total liabilities as a percentage of the reported total assets and the percentage for the same quarter one year ago.,1.0,178,70,173.18725744361413
analyst4,anl4_adxqfv110_down,VECTOR,Number of lower estimations,0.6979,1036,889,173.1869793959262
model77,mdl177_earningmomentumfactor_q1aepsg_alt,MATRIX,Estimated growth in earnings per share for the upcoming fiscal quarter,0.9231,292,122,173.17264786703277
model77,mdl177_2_deepvaluemodel2_dv_currroe,MATRIX,"Current return on equity for the stock, computed as net income divided by shareholders’ equity for the most recent reporting period",0.9948,183,73,173.14968304211072
earnings4,ern4_m2atmiv,VECTOR,"At-the-money implied volatility for month 2 options, annualized (decimal)",0.9692,246,66,173.0373464632346
pv13,pv13_new_4l_scibr,GROUP,grouping fields,0.9896,152,114,172.98903985574063
model77,mdl77_garpanalystmodel_qgp_vfpriceratio,MATRIX,Value to Price Rank: Value to Price Rank,1.0,160,82,172.9082466888276
model77,mdl177_2_valuemomemtummodel_earningsexpectationmodule,MATRIX,"A module tracking market expectations regarding the company's future earnings, often based on analyst forecasts or consensus estimates",1.0,156,86,172.891998646756
model77,mdl177_2_valueanalystmodel_qva_incstmt,MATRIX,Rank of operating income in relation to enterprise value based on income statement data,0.9719,221,75,172.87044052015446
model77,mdl177_pricemomentumfactor_volpre6m_alt,MATRIX,"6-month moving average of average monthly turnover ratio; measures trading volume normalized by shares outstanding, averaged over the past 6 months",1.0,191,56,172.79021005945057
model77,mdl177_relativevaluemodel_rvm_composite,MATRIX,"Composite score from the Relative Value Model, aggregating multiple relative value factors",1.0,181,62,172.75574050272562
pv13,pv13_hierarchy_min51_f1_sector,GROUP,grouping fields,0.9989,137,111,172.7550312080475
model77,mdl177_earningsmomemtummodel_fc_egp_alt,MATRIX,Next 1-year average earnings estimate scaled by expected long-term growth rate and stock price (inverse PEG-type measure),1.0,162,76,172.65652911733602
news12,nws12_mainz_4s,VECTOR,Number of minutes that elapsed before price went down 4 percentage points,0.9741,172,113,172.62390818695027
model77,mdl177_2_valuemomemtummodel_reportedearningsmomentummodule,MATRIX,Reported Earnings Momentum Module,1.0,168,70,172.6123865344373
model77,mdl177_fa_past,MATRIX,Price-to-Total Assets: Month-end trading price divided by most recent total assets per share,1.0,227,38,172.61126452019263
socialmedia8,snt_social_value_fast_d1,MATRIX,Z-score of sentiment,0.9998,140,101,172.59246297020303
model77,mdl177_historicalgrowthfactor_chgnpm,MATRIX,Difference between most recent quarterly net profit margin and that 4 quarters ago (1-year change in net profit margin),0.9562,260,70,172.5786034584335
news12,news_dividend_yield,MATRIX,Reported annual dividend yield percentage for the calendar day of the session,0.8534,406,225,172.53080685078737
model77,mdl177_2_deepvaluemodel_indidivy,MATRIX,Indicated dividend yield; the projected annual dividend divided by current stock price,1.0,184,57,172.50577330351535
analyst4,min_net_income_guidance,MATRIX,Net profit - minimum guidance value,1.0,131,111,172.42051358233917
model77,mdl177_vra2_qma_epsgrwth,MATRIX,"Ranking of earnings per share growth for US equities, representing the relative EPS growth signal among stocks in the universe",0.9686,187,102,172.39806456944768
model77,mdl177_liquidityriskfactor_dfl_alt,MATRIX,"Degree of financial leverage: (Pretax income + interest expense) divided by pretax income, proxy for interest dependency and leverage effect",0.9927,252,34,172.38063519472226
model77,mdl177_valanalystmodel_qva_capexdep,MATRIX,Capex to Depreciation Rank,1.0,144,91,172.37628030945095
analyst4,sales_estimate_count_2,MATRIX,Number of Sales estimates,1.0,133,106,172.34254217181865
model53,mdl53_jm5_1month,MATRIX,1-month annualized default probability (percentage) from Kamakura hybrid Jarrow–Merton v5 model,0.965,255,58,172.33946166432423
model77,mdl177_liquidityriskfactor_gear_alt,MATRIX,Capital gearing ratio: long-term debt divided by (total assets minus current liability); measures leverage excluding current liabilities,1.0,199,47,172.33917872001982
news12,news_pct_10min,MATRIX,Percent change in price during the first 10 minutes following the news release,0.7657,713,405,172.3105954214045
model77,mdl177_2_deepvaluefactor_proformaep,MATRIX,Trailing 12-month pro forma earnings-to-price (excludes special items),0.931,236,134,172.30697530354345
analyst4,max_adjusted_eps_guidance,MATRIX,The maximum guidance value for adjusted earnings per share.,1.0,130,110,172.29962423857316
analyst4,sales_estimate_maximum,MATRIX,Sales - The highest estimation,1.0,134,102,172.22639272553246
model77,mdl177_2_earningmomentumfactor400_qepsferr,MATRIX,Forecast error for the prior fiscal quarter’s EPS estimates,0.9074,283,147,172.21580375043263
pv13,pv13_hierarchy_sector,GROUP,grouping fields,1.0,132,104,172.17329303300517
model77,mdl177_valanalystmodel_qva_epmodule,MATRIX,Earnings Cyclicality Rank,1.0,145,86,172.16560681035628
model77,mdl177_earningsqualityfactor_uap,MATRIX,"Unexpected change in accounts payable, difference between current and expected accounts payable scaled by total assets",0.7347,1183,264,172.1351872843706
news12,nws12_prez_short_interest,VECTOR,Total number of shares sold short divided by total number of shares outstanding,0.8116,471,354,172.09037880323262
model77,mdl177_historicalgrowthfactor_chgeps_alt,MATRIX,"Difference in trailing 12-month earnings per share before extra items versus 4 quarters ago, adjusted by average total assets per share",0.9988,198,46,172.0637862557952
model77,mdl177_2_relativevaluemodel_rvm_composite,MATRIX,Relative Value Model Composite; overall composite score aggregating various relative value signals within the model,1.0,160,69,172.0565198600914
model77,mdl177_earningmomentumfactor_numrevy1_alt,MATRIX,Net number of upward and downward revisions in FY1 EPS forecasts,0.9865,205,55,172.05552014157155
model77,mdl177_2_momemtumanalystmodel_qma_eplinkage,MATRIX,"Rank indicating the strength of linkage between earnings-related changes and stock price movement, considering factors like free cash flow and market reaction",1.0,159,69,171.99421436258504
analyst4,sales_estimate_average,MATRIX,Sales - mean of estimations with a delay of 1 quarter,1.0,139,90,171.9707217586773
model77,mdl177_liquidityriskfactor_booklev_alt,MATRIX,"Book Leverage ratio: Total assets from most recent quarter divided by book equity, reflecting company capital structure",1.0,147,80,171.94436851100335
model77,mdl177_2_valueanalystmodel_qva_finstmt,MATRIX,Composite rank based on multiple financial statement metrics,0.9876,145,105,171.9132616876437
model77,mdl177_earningmomentumfactor_rev1q1_alt,MATRIX,Change in EPS forecast for fiscal quarter one,0.9838,170,82,171.8908386040096
analyst4,eps_max_guidance_quarterly,MATRIX,The maximum guidance value for Earnings Per Share.,1.0,126,107,171.852527000207
model77,mdl177_2_historicalgrowthfactor_chgepsp,MATRIX,"Change in trailing 12-month earnings per share over the past year, scaled by month-end trading price",0.9976,181,54,171.8367327969303
fundamental2,fn_comp_not_rec_a,MATRIX,Unrecognized cost of unvested share-based compensation awards.,0.6526,1449,857,171.826208851586
model77,cash_burn_rate,MATRIX,Cash Burn Rate,0.9287,208,164,171.823069889151
analyst4,tangible_book_value_per_share_max_guidance,MATRIX,Tangible Book Value per Share - Maximum guidance value,1.0,141,84,171.7715268584642
model77,mdl177_valueanalystmodel_qva_epmodule,MATRIX,Rank of earnings cyclicality measures for the stock,0.9984,132,99,171.769342212158
model77,mdl177_2_managementqualityfactor_capexast,MATRIX,Capital Expenditure-to-Total Assets: trailing 12-month capital expenditures divided by total assets from most recent quarter,0.9887,167,75,171.76330649546426
model77,mdl177_2_sensitivityfactor400_oilprice,MATRIX,Oil Prices Sensitivity,0.9819,210,54,171.745247260923
model77,mdl177_2_historicalgrowthfactor_chgocfp,MATRIX,"Change in trailing twelve-month operating cash flow per share from 4 quarters ago, divided by the trading price",0.9971,220,35,171.60922170745806
news12,nws12_mainz_01s,VECTOR,Number of minutes that elapsed before price went down 10 percentage points,0.9741,161,105,171.60315882288418
model77,current_liabilities_to_price,MATRIX,Current Liabilities-to-Price,0.846,347,293,171.53992363443817
model77,mdl177_fa_astto,MATRIX,Assets turnover ratio: trailing twelve month sales divided by average assets,1.0,140,81,171.52119514010298
earnings4,ern4_nexterntod,VECTOR,"Time-of-day code for the next earnings release (0900=BMO, 1200=During, 1630=AMC, 2359=Unknown)",0.9692,184,87,171.51024232317428
model77,mdl177_2_sensitivityfactor400_yieldsprd,MATRIX,"Sensitivity of the stock or factor to changes in the slope of the yield curve, measured as the difference between long- and short-term interest rates",0.9819,218,47,171.43672235270446
model77,mdl77_2400_vefcomtt,MATRIX,TTM Operating Cash Flow-to-Enterprise Value: It is defined as the trailing 12-month operating cash flow per share for a stock divided by its per share Enterprise Value.,0.9804,165,85,171.431614364833
model77,mdl177_2_liquidityriskfactor_monchgsip,MATRIX,"Month-to-month change in short interest position (ratio), measures change in the amount of stock sold short",1.0,146,73,171.42465133380819
analyst4,anl4_qf_az_hgih_spe,MATRIX,Earnings per share - The highest estimation,0.7848,583,344,171.39673191343908
model77,mdl177_historicalgrowthfactor_salesaccel4q_alt,MATRIX,Change in sales growth rate over the most recent four quarters (sales acceleration),0.9244,216,152,171.39116314236676
model77,mdl177_momemtumanalystmodel_qma_estrev_alt,MATRIX,"Rank based on estimate revisions, capturing the difference between recent upward and downward EPS estimate changes over four weeks, scaled by total estimate count",0.977,159,97,171.37657554569114
analyst4,shares_outstanding_max_guidance,MATRIX,Maximum guidance value for Shares,1.0,119,108,171.33165683896618
model77,mdl177_v1_400_tobinq,MATRIX,Tobin's Q: market value of equity plus debt divided by total assets; assesses whether market values firm's assets higher or lower than their cost,0.9942,158,67,171.20658054808285
earnings4,ern4_ernmnth,VECTOR,The next expiration month number directly after earnings date.,0.9692,192,75,171.20056859048051
model77,mdl177_2_garpanalystmodel_qgp_valuation,MATRIX,"Ranking of a stock's valuation according to GARP analyst metrics, possibly considering price-to-earnings, price-to-book, etc.",0.9655,176,96,171.1850522182552
fundamental2,fn_def_tax_assets_liab_net_a,MATRIX,"Amount, after allocation of valuation allowances and deferred tax liability, of deferred tax asset attributable to deductible differences and carryforwards, without jurisdictional netting.",0.7058,1194,378,171.12669566906823
pv13,pv13_new_2l_scibr,GROUP,grouping fields,0.9896,128,110,171.10577505017838
model77,mdl177_pricemomentumfactor_indrelrtn5d__alt,MATRIX,"5-day industry-relative return; stock's return over last 5 days minus industry average, standardized by industry return standard deviation",1.0,148,66,171.06292615640942
news12,nws12_mainz_02p,VECTOR,The minimum of L or S above for 20-minute bucket,0.9741,174,80,171.03010551259734
model77,mdl177_2_managementqualityfactor_invast,MATRIX,Current inventory level divided by total assets from most recent quarter,0.9115,225,167,170.97516988973913
model77,mdl177_2_managementqualityfactor_npm,MATRIX,Net profit margin: most recent quarterly net income after tax divided by corresponding quarterly sales,0.9669,164,103,170.97140923471264
model77,mdl177_fangma_emf_usa_fangma_emf20,MATRIX,"Earnings momentum factors 20 for FANGMA (Facebook, Apple, Netflix, Google, Mircosoft, Amazon)",1.0,165,52,170.97133745132604
analyst4,max_reported_pretax_income_guidance_2,MATRIX,Reported Pretax income- maximum guidance value,1.0,117,102,170.88049118580483
model77,mdl177_2_surpriseanalystmodel_qsa_efficiency,MATRIX,Fundamentals Rank,0.99,164,63,170.85387015580415
model77,mdl177_2_liquidityriskfactor_bap20d,MATRIX,"20-day average of bid-ask spread divided by price, proxy for short-term liquidity",1.0,153,59,170.8412488352468
news12,nws12_mainz_3l,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.9741,153,99,170.80537695407673
earnings4,ern4_m3atmiv,VECTOR,"At-the-money implied volatility for month 3 options, annualized (decimal)",0.9692,195,67,170.79868511818572
model77,mdl177_2_valuemomemtummodel_financialstatementmodule,MATRIX,Financial Statement Module,1.0,170,47,170.77264061956606
model77,mdl177_2_pricemomemtummodel_pmm_composite,MATRIX,"A combined price momentum signal aggregating multiple price momentum metrics for a stock, used as an overall momentum indicator",0.9889,172,57,170.7251309977099
model77,mdl177_2_liquidityriskfactor_volto,MATRIX,Trading turnover ratio; monthly total trading volume divided by current outstanding shares,1.0,137,72,170.724834057314
news12,nws12_mainz_4l,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.9741,159,90,170.71603568492253
analyst4,anl4_qf_az_eps,MATRIX,"EPS - aggregation on estimations, 50th percentile",0.7848,559,324,170.67849374894064
analyst4,anl4_qfv4_eps_mean,MATRIX,Earnings per share - mean of estimations,1.0,120,93,170.67437936731744
